pm:cp_A01006 	pm:cp_UTB_2_13 	167.516298 	157999.588260
pm:cp_A01010 	pm:cp_UTB_3_6 	151.929719 	134031.771230
pm:cp_A01011 	pm:cp_UTB_3_13 	145.982068 	141048.191230
pm:cp_A01002 	pm:cp_UTB_1_13 	179.793626 	154374.547737
pm:cp_A01007 	pm:cp_UTB_2_5 	185.107969 	143500.728571
pm:cp_A01004 	pm:cp_UTB_1_14 	147.066784 	155173.886341
pm:cp_A01012 	pm:cp_UTB_3_14 	158.791076 	133276.715380
pm:cp_A01008 	pm:cp_UTB_2_14 	175.488900 	149372.807080
pm:cp_A01003 	pm:cp_UTB_1_6 	204.398183 	149139.937713
pm:cp_A01013 	pm:cp_UTB_4_15 	142.104272 	158607.282118
pm:cp_A01014 	pm:cp_UTB_4_8 	137.644888 	150841.382930
pm:cp_A01016 	pm:cp_UTB_4_16 	116.174314 	117954.375883
pm:cp_A01005 	pm:cp_UTB_2_8 	148.741050 	158136.686609
pm:cp_A01015 	pm:cp_UTB_4_7 	175.925597 	129787.802930
pm:cp_A01009 	pm:cp_UTB_3_8 	159.960723 	135415.285380
pm:cp_A01010 	pm:cp_UTB_3_7 	163.581646 	123948.771230
pm:cp_A01003 	pm:cp_UTB_1_7 	156.986026 	134809.712526
pm:cp_A01011 	pm:cp_UTB_3_16 	165.194744 	135298.191230
pm:cp_A01006 	pm:cp_UTB_2_15 	186.945278 	157576.588260
pm:cp_A01004 	pm:cp_UTB_1_16 	164.357563 	145106.489675
pm:cp_A01002 	pm:cp_UTB_1_8 	190.816226 	154129.029712
pm:cp_A01007 	pm:cp_UTB_2_7 	168.040956 	125406.866407
pm:cp_A01012 	pm:cp_UTB_3_15 	161.375821 	138496.715380
pm:cp_A01001 	pm:cp_UTB_1_15 	206.215392 	155332.081792
pm:cp_A01013 	pm:cp_UTB_4_10 	130.938412 	129408.240633
pm:cp_A01008 	pm:cp_UTB_2_16 	145.349716 	149766.807080
pm:cp_A01014 	pm:cp_UTB_4_1 	137.517009 	138374.382930
pm:cp_A01016 	pm:cp_UTB_4_9 	154.143034 	153638.417368
pm:cp_A01005 	pm:cp_UTB_2_2 	154.847733 	160089.684609
pm:cp_A01015 	pm:cp_UTB_4_2 	184.197507 	142516.802930
pm:cp_A01001 	pm:cp_UTB_1_1 	174.837395 	155349.850935
pm:cp_A01010 	pm:cp_UTB_3_1 	153.250389 	132748.771230
pm:cp_A01011 	pm:cp_UTB_3_2 	150.903772 	129890.191230
pm:cp_A01002 	pm:cp_UTB_1_9 	183.220007 	161367.862959
pm:cp_A01006 	pm:cp_UTB_2_1 	203.763195 	149606.564009
pm:cp_A01009 	pm:cp_UTB_3_9 	197.027513 	150672.285380
pm:cp_A01007 	pm:cp_UTB_2_9 	215.152425 	155265.754822
pm:cp_A01012 	pm:cp_UTB_3_10 	155.805750 	135978.715380
pm:cp_A01013 	pm:cp_UTB_4_12 	124.314359 	129217.240633
pm:cp_A01003 	pm:cp_UTB_1_2 	198.018459 	150507.935940
pm:cp_A01008 	pm:cp_UTB_2_10 	179.987392 	153166.807080
pm:cp_A01004 	pm:cp_UTB_1_10 	186.116476 	156453.806840
pm:cp_A01014 	pm:cp_UTB_4_3 	142.817834 	138193.382930
pm:cp_A01016 	pm:cp_UTB_4_11 	160.525318 	153107.417368
pm:cp_A01005 	pm:cp_UTB_2_4 	151.820756 	159981.686609
pm:cp_A01006 	pm:cp_UTB_2_11 	159.055111 	160734.588260
pm:cp_A01009 	pm:cp_UTB_3_3 	150.517473 	133899.285380
pm:cp_A01007 	pm:cp_UTB_2_3 	163.712213 	131148.864407
pm:cp_A01015 	pm:cp_UTB_4_4 	193.464066 	142667.802930
pm:cp_A01001 	pm:cp_UTB_1_11 	173.208223 	163069.396129
pm:cp_A01010 	pm:cp_UTB_3_4 	151.898855 	135724.771230
pm:cp_A01008 	pm:cp_UTB_2_12 	168.492394 	152956.807080
pm:cp_A01002 	pm:cp_UTB_1_3 	176.864501 	153442.317730
pm:cp_A01011 	pm:cp_UTB_3_12 	155.685092 	137882.191230
pm:cp_A01012 	pm:cp_UTB_3_11 	147.935566 	140978.715380
pm:cp_A01003 	pm:cp_UTB_1_4 	172.502148 	150448.935832
pm:cp_A01014 	pm:cp_UTB_4_5 	140.535445 	135870.382930
pm:cp_A01013 	pm:cp_UTB_4_6 	149.192987 	151953.897080
pm:cp_A01004 	pm:cp_UTB_1_12 	173.272995 	156319.806840
pm:cp_A01016 	pm:cp_UTB_4_14 	130.183878 	118275.375883
pm:cp_A01009 	pm:cp_UTB_3_5 	138.384406 	125135.285380
pm:cp_A01005 	pm:cp_UTB_2_6 	164.706430 	158805.684609
pm:cp_A01001 	pm:cp_UTB_1_13 	171.329386 	155672.080941
pm:cp_A01015 	pm:cp_UTB_4_13 	194.212362 	151655.187968
pm:cp_A01010 	pm:cp_UTB_3_6 	163.666926 	134031.771230
pm:cp_A01011 	pm:cp_UTB_3_14 	143.070014 	135309.191230
pm:cp_A01012 	pm:cp_UTB_3_13 	141.362899 	139015.715380
pm:cp_A01003 	pm:cp_UTB_1_5 	162.312236 	142095.712526
pm:cp_A01006 	pm:cp_UTB_2_5 	208.199585 	149337.562009
pm:cp_A01007 	pm:cp_UTB_2_13 	151.895678 	152162.754822
pm:cp_A01002 	pm:cp_UTB_1_6 	192.128595 	154813.029712
pm:cp_A01008 	pm:cp_UTB_2_14 	144.924854 	149372.807080
pm:cp_A01016 	pm:cp_UTB_4_16 	117.585846 	117954.375883
pm:cp_A01013 	pm:cp_UTB_4_8 	158.228416 	152133.897080
pm:cp_A01014 	pm:cp_UTB_4_15 	162.477160 	157314.767968
pm:cp_A01004 	pm:cp_UTB_1_14 	181.789662 	155173.886341
pm:cp_A01015 	pm:cp_UTB_4_7 	164.477863 	129787.802930
pm:cp_A01009 	pm:cp_UTB_3_8 	141.772562 	135415.285380
pm:cp_A01010 	pm:cp_UTB_3_7 	139.993441 	123948.771230
pm:cp_A01002 	pm:cp_UTB_1_15 	145.659415 	154034.548587
pm:cp_A01001 	pm:cp_UTB_1_8 	191.082559 	155426.562917
pm:cp_A01011 	pm:cp_UTB_3_16 	147.662602 	135298.191230
pm:cp_A01005 	pm:cp_UTB_2_16 	180.498679 	158867.377074
pm:cp_A01004 	pm:cp_UTB_1_16 	125.607138 	145106.489675
pm:cp_A01006 	pm:cp_UTB_2_8 	187.234363 	156900.417680
pm:cp_A01003 	pm:cp_UTB_1_7 	166.120903 	134809.712526
pm:cp_A01008 	pm:cp_UTB_2_7 	130.442088 	123379.398774
pm:cp_A01012 	pm:cp_UTB_3_15 	165.100700 	138496.715380
pm:cp_A01007 	pm:cp_UTB_2_15 	187.181939 	151739.754822
pm:cp_A01014 	pm:cp_UTB_4_10 	138.999570 	128115.726483
pm:cp_A01016 	pm:cp_UTB_4_2 	145.719193 	140487.032330
pm:cp_A01013 	pm:cp_UTB_4_9 	162.049993 	162746.282118
pm:cp_A01015 	pm:cp_UTB_4_1 	155.145006 	132588.802930
pm:cp_A01009 	pm:cp_UTB_3_1 	129.817441 	134041.285380
pm:cp_A01005 	pm:cp_UTB_2_2 	150.005503 	160089.684609
pm:cp_A01007 	pm:cp_UTB_2_10 	136.280429 	155194.274713
pm:cp_A01010 	pm:cp_UTB_3_2 	137.079992 	135670.771230
pm:cp_A01008 	pm:cp_UTB_2_9 	156.805330 	153238.287190
pm:cp_A01003 	pm:cp_UTB_1_9 	174.911736 	155694.770960
pm:cp_A01002 	pm:cp_UTB_1_1 	200.258842 	154052.317730
pm:cp_A01006 	pm:cp_UTB_2_1 	177.933650 	149606.564009
pm:cp_A01004 	pm:cp_UTB_1_10 	161.817995 	156453.806840
pm:cp_A01011 	pm:cp_UTB_3_10 	150.093788 	138011.191230
pm:cp_A01001 	pm:cp_UTB_1_2 	233.214816 	157478.561143
pm:cp_A01013 	pm:cp_UTB_4_12 	137.710339 	129217.240633
pm:cp_A01012 	pm:cp_UTB_3_9 	155.996786 	141566.715377
pm:cp_A01014 	pm:cp_UTB_4_11 	167.576941 	160922.767968
pm:cp_A01005 	pm:cp_UTB_2_4 	158.162857 	159981.686609
pm:cp_A01016 	pm:cp_UTB_4_3 	158.592265 	130378.032330
pm:cp_A01015 	pm:cp_UTB_4_4 	171.263122 	142667.802930
pm:cp_A01006 	pm:cp_UTB_2_12 	168.357013 	160821.108151
pm:cp_A01001 	pm:cp_UTB_1_4 	194.904263 	157419.561035
pm:cp_A01002 	pm:cp_UTB_1_11 	194.893306 	161771.862924
pm:cp_A01010 	pm:cp_UTB_3_3 	170.306977 	132606.771230
pm:cp_A01011 	pm:cp_UTB_3_4 	145.681750 	129944.191230
pm:cp_A01003 	pm:cp_UTB_1_3 	185.704195 	147769.225732
pm:cp_A01009 	pm:cp_UTB_3_11 	196.263838 	150084.285380
pm:cp_A01012 	pm:cp_UTB_3_12 	144.729099 	135849.715380
pm:cp_A01004 	pm:cp_UTB_1_12 	194.025241 	156319.806840
pm:cp_A01008 	pm:cp_UTB_2_3 	135.454091 	129121.396774
