A	B	C	D	E
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 65.923035 	 23.967389
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 99.687513 	 37.405379
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 119.663743 	 6.841968
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 113.963284 	 27.092615
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 37.889695 	 9.913968
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 41.118266 	 7.582458
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 37.052829 	 7.877078
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 61.682494 	 17.417457
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 61.037656 	 7.786513
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 55.967126 	 9.973968
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 47.238410 	 25.660389
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 96.388353 	 29.576213
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 77.782703 	 31.445389
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 101.512033 	 9.174000
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 83.805964 	 39.978379
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 117.618240 	 32.948987
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 108.555230 	 7.987889
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 108.673247 	 15.579456
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 101.954519 	 29.055615
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 133.686128 	 8.055077
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 31.151668 	 7.402458
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 45.237118 	 17.714457
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 46.745227 	 10.039968
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 38.310770 	 8.546076
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 70.960927 	 15.072513
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 52.871582 	 10.396968
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 84.369136 	 29.897213
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 75.067561 	 33.288986
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 46.835064 	 25.569389
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 106.771240 	 8.739077
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 82.891651 	 39.989379
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 94.387692 	 31.339389
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 108.931201 	 39.994988
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 115.336800 	 27.871196
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 100.840591 	 29.574615
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 112.460843 	 15.185456
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 25.926073 	 5.900968
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 41.790908 	 9.941458
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 25.249960 	 6.593078
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 26.942817 	 6.870968
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 57.132446 	 27.551213
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 59.015978 	 14.913457
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 44.614059 	 11.785456
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 57.880993 	 8.904998
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 48.387544 	 22.539389
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 76.702379 	 6.746079
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 70.726267 	 6.707968
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 82.693214 	 4.015969
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 83.284044 	 1.503000
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 75.411355 	 24.021389
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 103.466105 	 37.276379
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 25.892230 	 6.431968
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 111.852310 	 26.504615
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 38.485496 	 9.790458
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 49.137923 	 27.742213
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 50.334006 	 15.094457
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 31.004125 	 6.701076
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 25.241822 	 7.238968
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 49.153586 	 3.611969
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 64.478577 	 2.113000
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 59.075916 	 22.129198
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 55.562137 	 22.681389
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 94.717616 	 6.687079
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 84.553609 	 6.841968
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 66.783330 	 23.967389
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 86.400351 	 11.995456
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 101.160817 	 37.405379
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 117.319758 	 27.092615
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 35.107596 	 17.417457
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 39.896077 	 7.582458
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 28.379262 	 9.174000
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 36.967963 	 7.877078
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 61.902807 	 9.913968
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 40.507812 	 9.973968
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 43.723444 	 15.579456
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 75.130076 	 29.576213
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 65.828598 	 7.786513
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 53.874041 	 25.660389
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 92.106457 	 31.445389
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 116.167996 	 8.055077
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 117.380390 	 7.987889
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 100.809579 	 39.978379
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 31.907952 	 7.402458
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 33.908814 	 10.039968
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 119.967106 	 29.055615
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 160.261306 	 32.948987
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 47.127123 	 17.714457
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 49.931039 	 8.546076
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 42.267684 	 25.569389
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 84.927300 	 29.897213
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 55.930225 	 10.396968
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 82.508871 	 15.072513
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 64.300847 	 15.185456
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 97.883635 	 33.288986
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 90.152493 	 31.339389
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 81.064612 	 39.989379
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 109.880625 	 39.994988
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 97.810870 	 29.574615
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 132.340127 	 27.871196
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 29.934065 	 5.900968
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 149.054449 	 8.739077
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 28.822937 	 4.015969
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 45.715530 	 9.941458
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 27.986492 	 6.593078
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 22.777224 	 6.870968
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 46.690805 	 6.746079
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 59.199636 	 27.551213
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 59.188058 	 14.913457
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 34.066888 	 11.785456
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 48.054805 	 8.904998
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 63.760340 	 1.503000
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 57.963038 	 6.707968
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 53.038775 	 22.539389
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 64.783330 	 24.021389
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 99.361479 	 37.276379
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 25.889364 	 6.431968
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 19.637219 	 2.113000
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 115.259439 	 26.504615
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 36.829651 	 15.094457
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 41.533679 	 9.790458
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 29.080464 	 6.701076
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 50.627201 	 27.742213
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 41.922994 	 3.611969
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 27.577145 	 7.238968
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 31.566576 	 11.995456
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 62.575204 	 6.687079
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 46.678684 	 22.681389
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 44.978403 	 27.092615
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 69.638320 	 22.129198
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 71.572929 	 6.841968
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 81.749523 	 23.967389
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 94.688653 	 37.405379
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 31.624636 	 17.417457
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 32.151668 	 7.582458
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 34.896048 	 9.913968
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 28.331015 	 9.174000
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 40.997272 	 7.877078
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 53.754378 	 7.786513
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 40.029306 	 9.973968
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 43.485854 	 15.579456
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 69.017965 	 32.948987
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 85.606282 	 29.576213
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 52.101697 	 25.660389
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 88.167641 	 8.055077
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 90.868389 	 7.987889
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 101.750187 	 31.445389
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 94.593285 	 39.978379
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 109.264872 	 29.055615
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 35.940691 	 10.039968
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 39.405566 	 7.402458
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 39.846889 	 8.546076
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 63.992139 	 17.714457
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 36.288926 	 15.185456
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 70.394710 	 8.739077
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 45.417753 	 25.569389
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 91.292715 	 29.897213
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 72.941101 	 31.339389
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 93.637317 	 33.288986
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 98.329837 	 15.072513
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 78.964362 	 39.989379
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 102.997144 	 27.871196
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 121.223903 	 39.994988
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 103.156878 	 29.574615
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 122.912962 	 10.396968
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 29.927871 	 5.900968
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 37.676031 	 9.941458
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 29.466027 	 4.015969
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 42.603313 	 14.913457
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 27.626156 	 8.904998
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 28.018303 	 6.593078
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 61.865941 	 27.551213
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 34.113691 	 11.785456
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 34.173034 	 6.870968
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 68.206750 	 1.503000
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 51.272120 	 22.539389
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 62.692610 	 6.707968
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 97.520571 	 6.746079
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 81.033810 	 24.021389
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 103.495726 	 37.276379
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 28.909768 	 6.431968
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 115.270219 	 26.504615
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 34.429147 	 15.094457
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 28.276564 	 6.687079
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 43.472870 	 9.790458
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 36.366644 	 2.113000
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 28.359701 	 6.701076
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 43.005385 	 3.611969
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 59.130278 	 27.742213
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 32.545537 	 11.995456
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 43.661365 	 22.129198
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 41.885246 	 7.238968
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 49.639259 	 22.681389
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 46.466708 	 27.092615
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 90.048002 	 6.841968
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 79.154402 	 23.967389
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 108.339554 	 37.405379
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 33.151668 	 7.582458
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 36.910165 	 9.913968
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 46.874479 	 17.417457
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 33.087505 	 7.877078
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 25.437908 	 9.973968
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 57.769498 	 9.174000
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 70.179486 	 32.948987
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 73.998845 	 8.055077
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 83.733906 	 29.576213
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 58.308012 	 15.579456
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 54.673359 	 25.660389
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 69.003145 	 29.055615
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 90.868389 	 7.987889
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 102.213956 	 7.786513
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 86.235780 	 31.445389
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 98.779198 	 39.978379
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 35.890262 	 10.039968
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 41.988579 	 7.402458
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 43.776891 	 17.714457
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 36.008159 	 8.546076
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 28.938273 	 10.396968
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 81.476656 	 29.897213
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 74.527243 	 8.739077
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 59.441279 	 15.185456
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 81.820210 	 15.072513
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 90.629281 	 33.288986
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 73.224081 	 31.339389
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 64.064811 	 25.569389
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 105.867133 	 39.994988
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 101.100664 	 39.989379
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 125.347954 	 27.871196
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 28.888526 	 5.900968
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 114.733478 	 29.574615
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 20.294709 	 1.503000
1 	 pm:cp_UTB_1_4 	 pm:cp_Can_01_3 	 26.875259 	 6.746079
4 	 pm:cp_UTB_4_2 	 pm:cp_Can_04_3 	 42.846240 	 9.941458
4 	 pm:cp_UTB_4_1 	 pm:cp_Can_04_1 	 42.493891 	 14.913457
2 	 pm:cp_UTB_2_2 	 pm:cp_Can_02_3 	 31.029553 	 6.593078
2 	 pm:cp_UTB_2_1 	 pm:cp_Can_02_1 	 34.494386 	 8.904998
4 	 pm:cp_UTB_4_10 	 pm:cp_Cap_04_3 	 57.339750 	 27.551213
2 	 pm:cp_UTB_2_9 	 pm:cp_Cap_02_1 	 29.295419 	 6.870968
1 	 pm:cp_UTB_1_9 	 pm:cp_Cap_01_1 	 53.448227 	 4.015969
3 	 pm:cp_UTB_3_1 	 pm:cp_Can_03_1 	 47.673449 	 22.539389
2 	 pm:cp_UTB_2_10 	 pm:cp_Cap_02_3 	 48.086943 	 11.785456
3 	 pm:cp_UTB_3_10 	 pm:cp_Cap_03_3 	 57.481843 	 37.276379
3 	 pm:cp_UTB_3_2 	 pm:cp_Can_03_3 	 78.794995 	 24.021389
1 	 pm:cp_UTB_1_10 	 pm:cp_Cap_01_3 	 110.056144 	 6.707968
3 	 pm:cp_UTB_3_9 	 pm:cp_Cap_03_1 	 101.961444 	 26.504615
4 	 pm:cp_UTB_4_11 	 pm:cp_Cap_04_1 	 29.889521 	 6.431968
1 	 pm:cp_UTB_1_11 	 pm:cp_Cap_01_1 	 36.971367 	 3.611969
4 	 pm:cp_UTB_4_12 	 pm:cp_Cap_04_3 	 48.247091 	 27.742213
4 	 pm:cp_UTB_4_4 	 pm:cp_Can_04_3 	 50.512724 	 9.790458
4 	 pm:cp_UTB_4_3 	 pm:cp_Can_04_1 	 50.718068 	 15.094457
2 	 pm:cp_UTB_2_4 	 pm:cp_Can_02_3 	 31.226294 	 6.701076
2 	 pm:cp_UTB_2_11 	 pm:cp_Cap_02_1 	 24.414611 	 7.238968
2 	 pm:cp_UTB_2_12 	 pm:cp_Cap_02_3 	 34.199012 	 11.995456
1 	 pm:cp_UTB_1_3 	 pm:cp_Can_01_1 	 58.621691 	 2.113000
2 	 pm:cp_UTB_2_3 	 pm:cp_Can_02_1 	 53.275283 	 22.129198
3 	 pm:cp_UTB_3_3 	 pm:cp_Can_03_1 	 51.974777 	 22.681389
1 	 pm:cp_UTB_1_2 	 pm:cp_Can_01_3 	 104.916086 	 6.687079
3 	 pm:cp_UTB_3_4 	 pm:cp_Can_03_3 	 75.859287 	 23.967389
1 	 pm:cp_UTB_1_12 	 pm:cp_Cap_01_3 	 102.111737 	 6.841968
3 	 pm:cp_UTB_3_12 	 pm:cp_Cap_03_3 	 93.934255 	 37.405379
3 	 pm:cp_UTB_3_11 	 pm:cp_Cap_03_1 	 117.559753 	 27.092615
1 	 pm:cp_UTB_1_6 	 pm:cp_Can_01_3 	 26.955877 	 8.055077
4 	 pm:cp_UTB_4_6 	 pm:cp_Can_04_3 	 37.151668 	 7.582458
4 	 pm:cp_UTB_4_5 	 pm:cp_Can_04_1 	 40.192115 	 17.417457
2 	 pm:cp_UTB_2_5 	 pm:cp_Can_02_1 	 26.776142 	 9.174000
4 	 pm:cp_UTB_4_13 	 pm:cp_Cap_04_1 	 62.906692 	 9.913968
2 	 pm:cp_UTB_2_6 	 pm:cp_Can_02_3 	 47.189932 	 7.877078
2 	 pm:cp_UTB_2_14 	 pm:cp_Cap_02_3 	 40.269699 	 15.579456
1 	 pm:cp_UTB_1_5 	 pm:cp_Can_01_1 	 61.954864 	 7.786513
4 	 pm:cp_UTB_4_14 	 pm:cp_Cap_04_3 	 86.383271 	 29.576213
3 	 pm:cp_UTB_3_6 	 pm:cp_Can_03_3 	 56.340952 	 25.660389
3 	 pm:cp_UTB_3_5 	 pm:cp_Can_03_1 	 85.586008 	 31.445389
3 	 pm:cp_UTB_3_14 	 pm:cp_Cap_03_3 	 94.377365 	 39.978379
1 	 pm:cp_UTB_1_13 	 pm:cp_Cap_01_1 	 125.066117 	 32.948987
1 	 pm:cp_UTB_1_14 	 pm:cp_Cap_01_3 	 116.376829 	 7.987889
2 	 pm:cp_UTB_2_13 	 pm:cp_Cap_02_1 	 114.961271 	 9.973968
3 	 pm:cp_UTB_3_13 	 pm:cp_Cap_03_1 	 112.216707 	 29.055615
4 	 pm:cp_UTB_4_15 	 pm:cp_Cap_04_1 	 33.943077 	 10.039968
4 	 pm:cp_UTB_4_8 	 pm:cp_Can_04_3 	 38.573750 	 7.402458
4 	 pm:cp_UTB_4_7 	 pm:cp_Can_04_1 	 42.644725 	 17.714457
2 	 pm:cp_UTB_2_8 	 pm:cp_Can_02_3 	 37.007192 	 8.546076
2 	 pm:cp_UTB_2_15 	 pm:cp_Cap_02_1 	 48.704409 	 10.396968
3 	 pm:cp_UTB_3_8 	 pm:cp_Can_03_3 	 44.462762 	 25.569389
4 	 pm:cp_UTB_4_16 	 pm:cp_Cap_04_3 	 84.376141 	 29.897213
1 	 pm:cp_UTB_1_7 	 pm:cp_Can_01_1 	 80.898272 	 15.072513
3 	 pm:cp_UTB_3_7 	 pm:cp_Can_03_1 	 79.231538 	 31.339389
1 	 pm:cp_UTB_1_15 	 pm:cp_Cap_01_1 	 106.832498 	 33.288986
3 	 pm:cp_UTB_3_16 	 pm:cp_Cap_03_3 	 79.339718 	 39.989379
2 	 pm:cp_UTB_2_7 	 pm:cp_Can_02_1 	 114.458354 	 27.871196
3 	 pm:cp_UTB_3_15 	 pm:cp_Cap_03_1 	 99.082845 	 29.574615
1 	 pm:cp_UTB_1_16 	 pm:cp_Cap_01_3 	 120.868389 	 39.994988
4 	 pm:cp_UTB_4_9 	 pm:cp_Cap_04_1 	 29.889568 	 5.900968
1 	 pm:cp_UTB_1_1 	 pm:cp_Can_01_1 	 21.731862 	 1.503000
1 	 pm:cp_UTB_1_8 	 pm:cp_Can_01_3 	 149.012246 	 8.739077
2 	 pm:cp_UTB_2_16 	 pm:cp_Cap_02_3 	 129.670020 	 15.185456
